[0mroot [8] g4->ApplyCommand("/control/execute materialScan.mac"[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[0m[38;5;83m[1m([0m"/control/execute materialScan.mac"[0m[38;5;83m[1m)
[0m/control/execute materialScan.mac
# Include default setup
#/control/execute jleic.mac
#Theta range: bins, start, span
/control/matScan/theta 1 0 0
#Phi range: bins, start, span
#/control/matScan/phi 1000 163 34
/control/matScan/phi 3600 0 360
#Start scan
/control/matScan/scan

         Theta(deg)    Phi(deg)  Length(mm)          x0     lambda0

                  0     151.442        5000   0.0281163   0.0129921
                  0     151.542        5000   0.0294668   0.0136544
                  0     151.642        5000   0.0297324   0.0137858
                  0     151.742        5000    0.026939   0.0124418
                  0     151.842        5000   0.0269422   0.0124431
                  0     151.942        5000     0.02974   0.0137886
                  0     152.042        5000   0.0287386   0.0131421
                  0     152.142        5000   0.0297967   0.0137053
                  0     152.242        5000   0.0303025   0.0138985
                  0     152.342        5000   0.0290636   0.0134908
                  0     152.442        5000   0.0286382   0.0132689
                  0     152.542        5000   0.0315864   0.0146861
                  0     152.642        5000   0.0303936   0.0141198
                  0     152.742        5000   0.0325158    0.015153
                  0     152.842        5000   0.0303373   0.0140783
                  0     152.942        5000   0.0336229   0.0157242
                  0     153.043        5000   0.0324446   0.0150788
                  0     153.143        5000   0.0326442   0.0151736
                  0     153.243        5000   0.0305734   0.0142211
                  0     153.343        5000   0.0319963   0.0149172
                  0     153.443        5000   0.0333699   0.0155658
                  0     153.543        5000   0.0334588   0.0156079
                  0     153.643        5000   0.0302829   0.0140817
                  0     153.743        5000   0.0308885    0.014421
                  0     153.843        5000   0.0312622    0.014389
                  0     153.943        5000   0.0305203   0.0140456
                  0     154.043        5000   0.0317186   0.0146047
                  0     154.143        5000    0.033042    0.015424
                  0     154.243        5000   0.0327066   0.0152494
                  0     154.343        5000   0.0296749   0.0137923
                  0     154.443        5000   0.0294043   0.0136642
                  0     154.543        5000   0.0299884   0.0139216
                  0     154.643        5000   0.0282917   0.0130778
                  0     154.743        5000   0.0295124   0.0137276
                  0     154.843        5000   0.0296462   0.0137984
                  0     154.943        5000   0.0275777   0.0127741
                  0     155.043        5000   0.0288118   0.0133539
                  0     155.143        5000   0.0325818   0.0151809
                  0     155.243        5000   0.0335516   0.0156385
                  0     155.343        5000   0.0300224   0.0139531
                  0     155.443        5000   0.0303913   0.0141174
                  0     155.543        5000   0.0307156   0.0142699
                  0     155.643        5000   0.0327596   0.0150864
                  0     155.743        5000   0.0329658   0.0151839
                  0     155.843        5000   0.0348976   0.0161284
                  0     155.943        5000   0.0316823   0.0147836
                  0     156.043        5000   0.0330857   0.0154259
                  0     156.143        5000   0.0335419    0.015643
                  0     156.243        5000   0.0358281   0.0167092
                  0     156.343        5000    0.035355   0.0164815
                  0     156.443        5000   0.0327826   0.0150579
                  0     156.543        5000   0.0332017   0.0153589
                  0     156.644        5000   0.0340645      0.0157
                  0     156.744        5000   0.0346746   0.0159901
                  0     156.844        5000   0.0373186   0.0172622
                  0     156.944        5000   0.0344113   0.0158869
                  0     157.044        5000   0.0358148   0.0166212
                  0     157.144        5000   0.0313423   0.0143883
                  0     157.244        5000   0.0311899   0.0143155
                  0     157.344        5000   0.0329262    0.015174
                  0     157.444        5000   0.0359322   0.0163837
                  0     157.544        5000   0.0327782   0.0148692
                  0     157.644        5000   0.0323773   0.0146827
                  0     157.744        5000   0.0299652   0.0137014
                  0     157.844        5000   0.0302004    0.013756
                  0     157.944        5000   0.0299488   0.0136213
